cuisine,location,name,price,ratings,tags
"Hyderabadi,Chinese,North Indian", 7&8| Anjanapura Main Road| JSR Layout| Alahalli| Opposite Nandhi Garden| JP Nagar| Bangalore,Hotel Mayura Lunch Home,550.0,3.3,Quick Bites
"South Indian,North Indian,Chinese", 17/1| ARB Complex| Ambalipura| Bellandur| Bangalore,Udupi Savi Thindi,300.0,3.3,
"Mithai,Street Food", 13| Vignan Nagar| Near TVS Showroom| Kaggadasapura Main Road| Kaggadasapura| Bangalore,Gayatri Sweets,100.0,3.3,Sweet Shop
"Fast Food,Desserts", Ground Floor| Outer Periphery| Near Royal Meenakshi Mall| Bannerghatta Road| Bangalore,Dr. Bubbles,400.0,3.3,
Chinese, 805| PID 65-94-805| 2nd Stage| BTM| Bangalore,Fuking Chinese,500.0,3.3,
"Desserts,Ice Cream,Juices", 07| 159/2| Namjoshi Road| Vignan Nagar| Opposite My Grocer Super Market| Kaggadasapura| Bangalore,Tejus Ice & Cream Fantasy,200.0,3.3,Dessert Parlor
Chinese, 51| 24th Cross| 11th Main| 4th block| Jayanagar| Bangalore,China China,400.0,3.3,
"Fast Food,Beverages", 1| 5th Main| 2nd Cross| Chinnappa Layout| St. Thomas Town Post| Kammanahalli| Bangalore,Three Minutes Maggi,350.0,3.3,
"North Indian,Chinese,Fast Food", 879/37| T. Ramiah Garden| 2nd Cross| SOS Village Post| Bannerghatta Road| Bangalore,Eat Well,400.0,3.3,
Fast Food, Amruthahalli Main Road| Jakkuru Layout| Jakkur| Bangalore,Flambe,300.0,3.3,
"Chinese,North Indian", Ground Floor| 7th Main| 18th Cross| 2nd Stage| BTM| Bangalore,King Of Combos,500.0,3.2,Quick Bites
"Chinese,North Indian", Ground Floor| 7th Main| 18th Cross| 2nd Stage| BTM| Bangalore,King Of Combos,500.0,3.2,Quick Bites
"Chinese,Momos", 192/193| Hanumanthe Gowda Circle| Narayanapura| Kothanur| Hennur| Bangalore,Momo N Cafe,300.0,"3.3,3.2",Quick Bites
"Chinese,North Indian", Garudacharpalya Main Road| Mahdevpura| Whitefield| Bangalore,Soup N Grill,600.0,3.3,Casual Dining
"Kerala,South Indian,North Indian,Chinese", 1st Cross| Bilekahalli| Near IIMB College| Bannerghatta Road| Bangalore,Angel Restaurant,450.0,"3.0,3.6",Quick Bites
"Mithai,Street Food,Chinese,North Indian", 34/2| Gollahalli Village| Hebbagodi| Near TATA BP Solar| Electronic City| Bangalore,Mr. Meetharam,300.0,"3.0,3.6","Sweet Shop,Quick Bites"
"North Indian,Chinese", Ground Floor| Building 10 (Old 20)| 100 Feet Ring Road| Gurappanapalaya 1st Stage| BTM| Bangalore,Sri Punjabi Dhaba,300.0,"2.9,3.7",Dhaba
"Rajasthani,North Indian", 55| 5th Cross Road| KHB Colony| Koramangala 6th Block| Bangalore,Khamma Ghani Sa,650.0,"3.6,3.0",Quick Bites
"North Indian,South Indian,Chinese,Continental", Delivery Only,Eatsomnia,500.0,3.3,
"North Indian,Street Food", 1| 100 Feet Ring Road| 1st Phase| 2nd Stage| BTM| Bangalore,Oye Kiddan - Desi Meals & Parathas,200.0,3.3,
"Chettinad,Chinese,South Indian", 608| C Block| AECS Layout| Kundanahalli| Brookefield| Bangalore,Salem Kitchen,550.0,3.3,Casual Dining
"North Indian,South Indian,Chinese", 770| 80 Feet Road| Koramangala 4th Block| Bangalore,Rang De Basanthi,400.0,"3.7,2.9",Quick Bites
"North Indian,Chinese,Arabian", 33/3| Hennur Bagalpur Road| Balaji Complex| Kothanpur KK Puram Circle| Hennur| Bangalore,New Kabab Plaza,500.0,3.3,Quick Bites
"North Indian,Mishti,Bengali,Biryani,Chinese", 65/1| Shree Complex| Kaikondrahalli| Sarjapur Road| Bangalore,Cholo Jai Kolkata,450.0,"3.3,3.2","Quick Bites,Sweet Shop"
Biryani, 644| 1 B| Main Road| Kanakapura Road| 8th Block| Jayanagar| Bangalore,Anand Donne Biriyani,350.0,"3.0,3.6",Quick Bites
"Chinese,North Indian", 20-1| Chikkadugodi Main Road| DRC Post| BTM| Bangalore,Tasty Magic,600.0,"2.9,3.6",Casual Dining
"Fast Food,Street Food,Kerala,Rolls,Beverages", 925| 5th A Cross| 1st Block| Near Babusapalya Bus Stop| Kalyan Nagar| Bangalore,Cafe 99 Variety Coffee and Tea Snacks Parlour,250.0,"3.2,3.4",Quick Bites
"Cafe,Italian,Fast Food,Chinese,Desserts,Ice Cream", 45/7/D| 1st Floor| HBCS Ideal Homes Layout| Near Indian Oil Petrol| Rajarajeshwari Nagar| Bangalore,Magic Waffles,600.0,"3.5,3.0","Café,Dessert Parlor"
"Chinese,Seafood,Thai", Shop 1 & 2| Manjunath Reddy Building| Doddathoguru| Near SK Aster Apartment| Electronic City| Bangalore,Namaste Shanghai,600.0,3.3,
"North Indian,South Indian,Chinese,Street Food,Beverages", 5| Ground Floor| Mallaraiah Complex| Gandhi Bazaar| Basavanagudi| Bangalore,Dwarkamai Pure Veg Restaurant,600.0,3.3,Casual Dining
"North Indian,Street Food", 2nd Floor| Food Court| VR Mall| Whitefield| Bangalore,Purani Dehli,500.0,"3.1,3.4",Food Court
"Bakery,Fast Food,Desserts", 4M-408| HRBR Layout| 2nd Block| Kammanahalli Main Road| Kammanahalli| Bangalore,Gold Line Breadz,350.0,3.3,"Bakery,Quick Bites"
"South Indian,North Indian,Chinese", 24| Subramaniapura Main Road| Uttarahalli| Bangalore,Shanthi Sagar,500.0,"3.1,3.5",Casual Dining
"Biryani,Rolls,Chinese,North Indian", 79/8| 1st Main| Muneshwara Nagar| Sector 6| Behind Girias Showroom| Off Hosur Road| HSR| Bangalore,Rolla Rappa,450.0,3.3,
"North Indian,Biryani", 2/21| 100 Feet Ring Road| Near HDFC Bank| 1st Stage| BTM| Bangalore,Sri Sapana Dhaba,300.0,"3.2,3.4",Quick Bites
"South Indian,Fast Food,Biryani", 719/A| Dr MC Modi Hospital Road| Basaveshwar Nagar| Rajajinagar| Bangalore,Mysore Pulav,500.0,"3.2,3.3",Casual Dining
"Cafe,Italian,Mexican,Chinese", 268| 6th Main| 2nd Stage| BTM|  Bangalore,On The Nose,600.0,"3.8,2.7",Café
"North Indian,Chinese,Kebab,Seafood", 5/1| Lady Curzon Road| Shivajinagar| Bangalore,The Grand Taj,600.0,"2.9,3.7",Quick Bites
"Cafe,Chinese,North Indian", 125A| 3rd Floor| Acharya College Road| Chikkabanavara| Jalahalli| Bengaluru,Music Cafe,600.0,"3.2,3.4",Café
"Andhra,Seafood,North Indian,Chinese", 433/30/1| 28th Cross| 10th Main| Opposite BDA Complex| 4th Block| Jayanagar| Bangalore,Central Jail Restaurant,700.0,"3.1,3.5",Casual Dining
"North Indian,Chinese,Hyderabadi", 3 & 4| Geddalahalli| Main Road| Hennur| Bangalore,Kadai Restaurant,450.0,"3.1,3.5",Quick Bites
"North Indian,Street Food", 99| Kalpana Chawla Road| RMV 2nd Stage| Sanjay Nagar| Bangalore,Shariff Darbar,250.0,"2.9,3.7",Quick Bites
"Mithai,Street Food", 67/2| Coles Road| Frazer Town| Bangalore,Luna Sweets,100.0,3.3,Sweet Shop
"Mangalorean,Chinese,North Indian,Biryani", 33| 1st Main| Mahalaxmi Layout| Near Panchamukhi Ganpati Temple| Rajajinagar| Bangalore,Ragoo's Kitchen,500.0,"2.9,3.7",Quick Bites
"Pizza,Chinese,Rolls", 7| 1st Floor| Near Golden Cizzorz Saloon| 2nd Main| 9th Cross| Binnamangala Layout| 1st Stage| Indiranagar| Bangalore,Deshi Fusion Pizza,750.0,3.3,
North Indian, 65| Agra Post| Sarjapur Road| Outer Ring Road| Near Hindustan Furniture| Service Road| HSR| Bangalore,The Mumbai Pav Bhaji,300.0,"3.1,3.5",Quick Bites
North Indian, 251| 19th Main| 4th Sector| HSR| Bangalore,The House Of Paratha,200.0,3.3,
North Indian, Delivery Only,Sabzi Aur Roti,300.0,3.9,
"South Indian,Mangalorean,Chinese", 36/1|Venugopal Swamy Building| Hosur Road| Electronic City| Bangalore,Karavali Fishland,700.0,"3.2,3.3",Casual Dining
"North Indian,Chinese", 242| 6th Main| 3rd Avenue| Teachers Colony| Vainkatapura| HSR| Bangalore,North Tadka Restaurant,300.0,"3.0,3.5",Quick Bites
"North Indian,Mediterranean,Iranian,Beverages", 4th Floor| Ganapa Tower| Sarjapur Outer Ring Road| Near Bangalore Central| Bellandur| Bangalore,Ruh,1400.0,"3.6,3.0",Casual Dining
"Biryani,Chinese,Kebab", 10| Banaswadi Main Road|Jai Bharath Nagar| MS Nagar| Banaswadi| Bangalore,Al-Baik Kabab Centre,300.0,3.3,Quick Bites
South Indian, 127| Kadubisannhalli| Panathur Main Road| Marathahalli| Bangalore,Sri Vishnu Veg,200.0,"3.0,3.5",Quick Bites
"North Indian,South Indian,Chinese,Bengali", 150| 10th Cross| Green Garden Layout| Marathahalli| Bangalore,Konark Restaurant,500.0,"3.0,3.5",Quick Bites
"North Indian,Chinese,Sandwich,Beverages", Shop 4| Thirumenahalli| Thanisandra Main Road| Opposite Haj Bhavan| Jakkur| Bangalore,Rainbow Cafe,300.0,"3.4,3.2",Quick Bites
Desserts, 34/2A| Govindhaschetty Palya Main Road| Kamadhenu Layout| Phase II| Electronic City| Bangalore,MAD Belgian Waffles,250.0,"3.1,3.4",Dessert Parlor
"Fast Food,Biryani,Beverages", House 219| 4th C Cross Road| HRBR 3rd Block| Kammanahalli| Bangalore,Johars Kitchen,350.0,3.3,
"North Indian,Fast Food,Beverages", 4| 4th A Main Road| Chikkadugodi Extension| BTM| Bangalore,Curry Bowl Inc.,500.0,3.3,
"Chinese,North Indian,Rolls,Street Food,Fast Food", Delivery Only,Taza Khaana,350.0,3.3,
"Bakery,Fast Food", 1/2| Hosur Road| Opposite Johnson Market| Richmond Road| Bangalore,Fatima Bakery,300.0,3.3,"Bakery,Quick Bites"
"South Indian,North Indian,Chinese", 9| G Block| 60 Feet Road| Sahakara Nagar| Bangalore,New Shanthi Sagar,400.0,"3.0,3.6",Casual Dining
"South Indian,North Indian,Chinese,Fast Food", Unity Building| J.C. Road| Near Corporation| City Market| Bangalore,Kamat Restaurant,350.0,"3.3,3.3",Casual Dining
"South Indian,North Indian,Chinese,Sandwich,Street Food,Biryani,Desserts,Beverages", 73| Vishweshwariah Industrial Area| Graphite India Road| Whitefield| Bangalore,Udupi Grand,600.0,"2.7,3.9",Quick Bites
"North Indian,Chinese,Biryani,Maharashtrian", Aura Inn| 1699/43| 1st Floor| Dr. Rajkumar Road| Prakash Nagar| Rajajinagar| Bangalore,Royal Kitchen,400.0,3.3,
"Burger,Fast Food", 14/1| Naganpalya Main Road| MS Nagar| New BEL Road| Bangalore,Crispy Fried Chicken,150.0,"3.5,3.1",Quick Bites
"North Indian,Biryani,Mughlai", 1/22| Ground Floor| 3th & 4th Cross| Hosur Main Road| Wilson Garden| Bangalore,Lalita's Paratha & More,500.0,3.3,Casual Dining
"North Indian,Chinese", 105| Aiyappa Layout| 2nd Cross| Munnokole| Marathahalli| Bangalore,Delhi To Hotel,350.0,"3.0,3.6",Quick Bites
North Indian, Rama Temple Road| Next To ICICI ATM| Ejipura| Bangalore,Dhang Ka Khana,250.0,"3.3,3.3",Quick Bites
"Bakery,Desserts,Fast Food", 733/A| 10th Main| 4th block Jayanagar,Baker's Glove,550.0,3.3,"Bakery,Quick Bites"
"Andhra,Biryani,Chinese", 71/1| Near RMZ Eco World| Devarabisinahalli| Bellandur| Bangalore,Guntur Andhra Mess,550.0,3.3,Mess
"Biryani,South Indian", Munireddy Eeramma Kalyana Mantapa| Koramangala 6th Block| Bangalore,Bawarchi Biryani,350.0,"3.1,3.4",Quick Bites
"North Indian,South Indian,Chinese,Ice Cream", Near RTO Office| Medhahalli| KR Puram| Bangalore,Udupi Garden,500.0,"2.7,3.8",Quick Bites
"Chinese,North Indian,Biryani", 12| Opposite Canopy Crest Apartment| Maruthi Nagar| Yelahanka| Bangalore,The Nimma Adda,500.0,"3.2,3.3",Quick Bites
"North Indian,Chinese,Seafood", VL Colony| Kadugudi| Whitefield| Bangalore,Hotel Uttam Sagar,400.0,"3.0,3.5",Quick Bites
"South Indian,North Indian,Chinese", 50/8B| Gubbi Cross| Kothanur Village| Bagalur Road| Hennur| Bangalore,Udupi Vaibhav,400.0,3.3,Quick Bites
"Italian,Fast Food,Burger,Sandwich", 342| 9th Cross| Saraswathipuram| Mahalakshmi Layout| Rajajinagar| Bangalore,Paradise Cafe,300.0,"3.3,3.3",Quick Bites
"North Indian,Mughlai,Seafood", 19| Above Reliance Digital| Jaladarshini Layout| New BEL Road| Bangalore,Ulta Tawa,1000.0,3.3,Casual Dining
"South Indian,Biryani,North Indian", 19| Coconut Garden| Near Tempo Stand| KNN Complex| Nagarbhavi Main Road| Nagarbhavi| Bangalore,Durgashree Military Hotel,300.0,"2.9,3.6",Quick Bites
"Kebab,Biryani", 1| 2nd Main Road| Near Canara Bank Maruthi Nagar| Chandra Layout| Vijay Nagar| Bangalore,GFC,350.0,3.3,Quick Bites
"Rolls,Burger,Fast Food", Delivery Only,Cafe Roll,350.0,3.3,
"Street Food,Fast Food,Ice Cream,Beverages,Burger", 3| 7th Main| N.S Palya| Anu Shree Daravin School| Near Apollo Pharmacy| 2nd Stage| BTM| Bangalore,Nature Fresh Ice Spice,450.0,3.3,
"Pizza,North Indian", 7| 1st Floor| 2nd Main| 9th Cross. 1st Stage| Indiranagar| Bangalore,Midnight Pizza And Food,500.0,3.3,
"South Indian,North Indian", Shop #109| Shamanna Building| Bellandur| Bangalore,Shri Sai Ram Andhra Hotel,300.0,"3.2,3.4",Quick Bites
"Hyderabadi,Biryani,North Indian", 12| Ground Floor| Behind Bagmane Tech Park Back Gate| Byrasandra Main Road| CV Raman Nagar| Bangalore,Kunda Biryani,800.0,"3.8,2.8",Casual Dining
"Chinese,North Indian", 1| EWS Colony| 16th Main Road| 19th Cross| 2nd Stage| BTM| Bangalore,Chicken Magic,300.0,"3.3,3.2",Quick Bites
"Fast Food,Burger,Pizza,Wraps,Beverages", 43| Below State Bank Of India| Amar Regency Layout| Horamavu Main Road| Banaswadi| Bangalore,Mayonaise,600.0,"3.7,2.9",Quick Bites
South Indian, 53| First Cross| Prasanth Layout| Whitefield| Bangalore,Nandi Mess - Feel Like Mom's,250.0,"3.2,3.4",Quick Bites
"Kerala,Street Food,Arabian,North Indian,Chinese,Fast Food,Desserts,Beverages", Shop 2| SJN Complex| Near Loyal City Hyper Market| Whitefield| Bangalore,Tasty Kitchen,200.0,"3.3,3.3",Quick Bites
"Chinese,North Indian,Biryani", 72| 8th Main| Vasanth Nagar| Bangalore,Bangalore Shadi Biriyani,150.0,"3.2,3.3",Quick Bites
"Street Food,Sandwich", 9| Canara Bank Colony| Opposite Chikkalsandra Post Office| Main Road| Uttarahalli| Bangalore,Potato House,200.0,"2.9,3.7",Quick Bites
Mithai, 1161| Jinan Towers| 24th Main| 2nd Sector| HSR| Bangalore,Bong Moyra,300.0,"2.6,3.9",Sweet Shop
Desserts, 73| 22nd Cross| 16Th Main Road| 2nd Stage| BTM| Bangalore,Big Wallie Waffles,300.0,3.3,Dessert Parlor
"North Indian,Chinese", 20| 1st Cross| Near Marwari basa| MS Ramaiah Road| Near Manyata Tech Park| Nagawara| Bangalore,The Meals Junction,100.0,"3.2,3.4",Quick Bites
Fast Food, Vishwapriya Layout| Begur Main Road| BTM| Bangalore,Chopstick,350.0,"2.7,3.9",Quick Bites
North Indian, 36| Vaibhav Complex| NG Palya| Layout 2nd Stage| BTM| Bangalore,SS Hot Dum Briyani Point,400.0,"3.4,3.2",Quick Bites
"North Indian,Chinese,Biryani", 389/2| 7th Cross| JMR Building| Tulasi Theatre Road| Marathahalli| Bangalore,New Food Magic,400.0,"3.2,3.4",Quick Bites
"North Indian,Chinese,Odia,Bengali,Beverages", 783| 16th Main Road| Mico Employee Housing Co-operative Society| 2nd Stage| BTM| Bangalore,Maha Bhojan,300.0,"3.0,3.6",Casual Dining
"South Indian,North Indian", Sigma Soft Tech Park| Ground Floor Open Area| Near Alpha Tower 7| Whitefield Main Road| Varthur Kodi| Whitefield| Bangalore,Best In Klass,200.0,"3.2,3.4",Quick Bites
"North Indian,Mughlai,Chinese", Near MVJ College| Channasandra Main Road| Whitefield| Bangalore,Zeeshan Restaurant,600.0,3.3,Casual Dining
"Fast Food,Beverages", 34/1| 1st Floor| 6th Cross| 6th Main| Near Sri Vighneshwar Medicals| MSR Nagar| Yeshwantpur| Bangalore,Zyppyz,200.0,3.3,
"North Indian,Chinese", 76| 8th Main| Vasanth Nagar| Bangalore,Rehmainya Restaurant,300.0,"3.0,3.5",Quick Bites
Bengali, Hosa Road| IAS Layout| Kasavanahalli| Sarjapur Road| Bangalore,Posto,300.0,"3.0,3.5",Quick Bites
"Fast Food,North Indian", 7| Ambedkar Nagar| Near Carmelaram Junction| Sarjapur Road| Bangalore,Husband's Kitchen,350.0,"3.5,3.0",Quick Bites
"North Indian,Chinese,Biryani,Rolls,Fast Food,Beverages", Delivery Only,Bawarchi Restaurant,400.0,3.3,
"Asian,Chinese,Thai", 46| 9th Main| 80 Feet Road| Hal 3rd Stage| Indiranagar| Bangalore,Cafe Soy Express,350.0,3.3,Quick Bites
"North Indian,Chinese,Biryani,Beverages", 1st Main| 6th Cross| Ambedkar Nagar| Whitefield| Bangalore,Vijayawada Heights,1000.0,"3.3,3.2",Quick Bites
"North Indian,Chinese,Bengali,Biryani", Near Munekolala Bus Stand| Behind Laxmi Narayan Temple| Marathahalli| Bangalore,RPS Food Corner,400.0,"3.5,3.1",Quick Bites
"North Indian,Chinese,Mughlai", 25/30| Maple Inn| Near Srinidhi School| 4th Cross| Kempapura Road| Hebbal| Bangalore,Punjabi Tandoori Bitez,500.0,"3.0,3.6",Casual Dining
North Indian, 970 1st Floor| 1st Main| Koramangala 1st Block| Bangalore,Xpress Dhaba,400.0,"3.4,3.2",Quick Bites
"South Indian,North Indian,Chinese", 5| Near Reserve Bank  Of India| Nrupathunga Road| Ambedkar Veedhi| City Market| Bangalore,Hotel Nisarga Grand,500.0,3.3,Casual Dining
"South Indian,North Indian,Chinese", 5/1| Krishna Temple Road| HAL 1st Stage| Off 100 Feet Road| Indiranagar| Bangalore,Chaithanya Veg,200.0,3.3,Quick Bites
"Mithai,Street Food", 1142| 22nd Cross| 30th Main| Banashankari| Bangalore,Parimala Sweets,200.0,3.3,Sweet Shop
"Chinese,Asian", FC 09| Mantri Square Mall| Sampige Road| Malleshwaram| Bangalore,Wok To Walk,500.0,"2.9,3.7",Casual Dining
"Biryani,South Indian,Kerala,Chinese", 4&5| Ground Floor| GK Building| Manju Sri Layout| FCI Godwin| Channasandra| Kadugodi| Whitefield| Bangalore,Forkfully,450.0,"3.2,3.3",Quick Bites
"South Indian,Chinese", 127| Behind ITPL Back Gate 3| Arun Compound| Pattandur Agrahara| Whitefield| Bangalore,Covai Cafe,200.0,3.3,Quick Bites
"North Indian,Chinese", 112/1| Lakedew Residency| Haralur Main Road| HSR| Bangalore,Punjabi Handi,400.0,"2.8,3.7",Quick Bites
"Chinese,Bengali,North Indian,Odia", Gandhi Nagar Main Road| Laxmi Layout| Near Spice Garden| Munnekollala| Marathahalli| Bangalore,Food Box -The Taste Of Odisha,350.0,3.3,Quick Bites
"North Indian,South Indian,Continental", Fairfield by Marriott| 1/2| 59th C Cross| 4th M Block| Rajajinagar| Bangalore,Kava Bar - Fairfield By Marriott,1800.0,3.3,Bar
"North Indian,South Indian,Chinese", 16/1| Ground Floor| 1st Cross| Madivala| BTM| Bangalore,Daana Pani,550.0,3.3,Quick Bites
"North Indian,Chinese,Fast Food,Beverages", 53/D| 1st Floor| Begur Road| Yellenahalli Village| Begur Hobli| Bannerghatta Road| Bangalore,M-Aura Life Style Cafe,400.0,"3.5,3.1",Quick Bites
"Beverages,Juices,Ice Cream", B2| West Wing| Grace Garden Apartments 1| Near Foto Park| Hennur Main Road| Hennur| Bangalore,Juice N Cream,200.0,"2.7,3.9",Beverage Shop
"Seafood,North Indian,Chinese", 92| SC Road| Opposite Kino Theatre| Seshadripuram| Bangalore,Hotel Karavali Beach,400.0,"3.2,3.4",Casual Dining
"North Indian,Chinese,Biryani,Fast Food,Desserts", Shop 1| Municipal 52| Nirmala Mansion| 17th Main| 4th Cross| Koramangala 5th Block| Bangalore,TFL's Kitchen,600.0,"3.8,2.8",Quick Bites
Cafe, World Trade Centre Lobby| Brigade Gateway Campus| Dr. Rajkumar Road| Malleshwaram West| Bangalore,The World Cafe,600.0,3.3,Café
Japanese, Hotel Evoma| 14| Bhattarahalli| Near Garden City College| Old Madras Road| KR Puram| Bangalore,OJ Japanese Restaurant - Hotel Evoma,1200.0,3.3,Casual Dining
"Fast Food,Ice Cream", Kundanhalli| Opposite Brookefield Mall| Brookefield| Bangalore,Raapchick,300.0,"3.2,3.3",Quick Bites
North Indian, No.1 | SY no. 306 | 1st floor | saibaba road| Neeladri Road| Hulimangala | Phase 1| Electronic City| Bangalore,Balle Balle Kitchen,250.0,3.3,
"Fast Food,Beverages", 374| 9th J Main Road| Hoshalli Extension| Stage 1| Vijay Nagar| Bangalore,Snow Desert Cafe,250.0,"3.4,3.2",Quick Bites
"Burger,Fast Food", 16| 17| 18/2| Ground Floor| Sarakki Lake| 24th Main| 6th Phase| Jayanagar B.B.M.P South| JP Nagar| Bangalore,Ohh My Burger,300.0,3.3,
"North Indian,Chinese", D1339| Chatpatlal Sweets & Snacks| 60 Feet Road| AECS Layout| Near Kundalahalli Signal| Brookefield| Bangalore,Tummy Singh,700.0,"3.1,3.5",Quick Bites
North Indian, Gate 2| Vibgyor High School Road| Opposite to Sriram Samruddhi Apartments| Thubrahalli| Whitefield| Bangalore,Maa Durga Restaurant,350.0,"3.3,3.3",Quick Bites
"Mithai,Street Food", 1142| 22nd Cross| 30th Main| Banashankari| Bangalore,Parimala Sweets,200.0,3.3,Sweet Shop
"North Indian,Chinese,Andhra", 1222| 8th B Cross| Near RTO Office| Yelahanka New Town| Yelahanka| Bangalore,Abhiruchi Homely Meals,400.0,"3.4,3.1",Quick Bites
Chinese, 67| 8th Cross Road Celebrity Paradise Layout| Doddathoguru| Electronics City Phase 1| Electronic City| Bangalore,7 Shanghai,400.0,"3.5,3.0",Quick Bites
"South Indian,Chinese", 3BC-411| East of NGEF BDA Layout| Opposite Kaveri Play Ground| New Police Station Road| Rammurthy Nagar| Bangalore,Sri Krishna Nandagokula,200.0,3.3,Quick Bites
"Biryani,North Indian", 47| 9th D Main| 100ft Road| BTM Layout| 1st Stage| Near ESI Office| BTM| Bangalore,Shahi Ambur Briyani,300.0,"3.4,3.1",Quick Bites
North Indian, 5th Cross| Kaggadasapura Main Road| Kaggadasapura| Bangalore,Delhi Darbar Hotel,450.0,"3.2,3.3",Quick Bites
"South Indian,North Indian,Chinese", 164| Jagajyothi Layout| Near Kenchanapura Cross| Millennium Ave| Dodda Basti| Kengeri| Bangalore,New Udpi Kitchen,300.0,3.3,Quick Bites
"Mithai,Street Food", 720| BSA Road| Tannery Road| Frazer Town| Bangalore,Luna Sweets,100.0,3.3,Sweet Shop
"North Indian,Chinese", BMK Complex| Sri Laxmi Vekateswar Nilaya| Ihmmadhalli Main Road| Near Miami Super Market| Whitefield| Bangalore,Chacha Ka Dhaba,400.0,"3.4,3.1",Quick Bites
Bar Food, Four Seasons Hotel| 8 Bellary Road| Ganga Nagar| RT Nagar| Bangalore,The Collection - Four Seasons Hotel,3000.0,3.3,Bar
Arabian, 22| 1st Main| 1st Cross Road| Tavarekere| Narayanappa Garden| BTM| Bangalore,Arabian Grills,400.0,"3.0,3.5",Quick Bites
"Chinese,Thai,Seafood", 25/8| 1st Main Road| Jaladarsini Layout| RMV 2nd Stage| Opposite to RMV Guest House Towers Right Side| New BEL Road| Bangalore,Sunniy Spice Restaurant,650.0,"3.1,3.4",Casual Dining
"North Indian,Fast Food", 10/A| Madhu Nivas| 5th Main| 8th Cross| Maruthinagar| Kaggadasapura| Bangalore,Aahar Cafe,250.0,"3.6,3.0",Quick Bites
"North Indian,Chinese", 38/4 - 22| South End Road| Basavanagudi| Bangalore,Gandharva Family Restaurant,900.0,3.3,Casual Dining
North Indian, 31| 2nd Cross| Teacher's Colony| JP Nagar Post| Dayanand College Road| Kumaraswamy Layout| Bangalore,Paratha Merchant,300.0,"2.9,3.6",Quick Bites
Street Food, 1142| 22nd Cross| 30th Main| 3rd Stage| Banashankari| Bangalore,Nandi Chats and Juice,150.0,3.3,Quick Bites
"Chinese,Bengali,North Indian,Odia", Gandhi Nagar Main Road| Laxmi Layout| Near Spice Garden| Munnekollala| Marathahalli| Bangalore,Food Box -The Taste Of Odisha,350.0,3.3,Quick Bites
"North Indian,Chinese,Fast Food,Beverages", 53/D| 1st Floor| Begur Road| Yellenahalli Village| Begur Hobli| Bannerghatta Road| Bangalore,M-Aura Life Style Cafe,400.0,"3.5,3.1",Quick Bites
"Beverages,Juices,Ice Cream", B2| West Wing| Grace Garden Apartments 1| Near Foto Park| Hennur Main Road| Hennur| Bangalore,Juice N Cream,200.0,"2.7,3.9",Beverage Shop
"Seafood,North Indian,Chinese", 92| SC Road| Opposite Kino Theatre| Seshadripuram| Bangalore,Hotel Karavali Beach,400.0,"3.2,3.4",Casual Dining
"North Indian,Chinese,Biryani,Fast Food,Desserts", Shop 1| Municipal 52| Nirmala Mansion| 17th Main| 4th Cross| Koramangala 5th Block| Bangalore,TFL's Kitchen,600.0,"3.8,2.8",Quick Bites
Cafe, World Trade Centre Lobby| Brigade Gateway Campus| Dr. Rajkumar Road| Malleshwaram West| Bangalore,The World Cafe,600.0,3.3,Café
Japanese, Hotel Evoma| 14| Bhattarahalli| Near Garden City College| Old Madras Road| KR Puram| Bangalore,OJ Japanese Restaurant - Hotel Evoma,1200.0,3.3,Casual Dining
"Fast Food,Ice Cream", Kundanhalli| Opposite Brookefield Mall| Brookefield| Bangalore,Raapchick,300.0,"3.2,3.3",Quick Bites
"North Indian,Chinese", D1339| Chatpatlal Sweets & Snacks| 60 Feet Road| AECS Layout| Near Kundalahalli Signal| Brookefield| Bangalore,Tummy Singh,700.0,"3.1,3.5",Quick Bites
North Indian, No.1 | SY no. 306 | 1st floor | saibaba road| Neeladri Road| Hulimangala | Phase 1| Electronic City| Bangalore,Balle Balle Kitchen,250.0,3.3,
"Fast Food,Beverages", 374| 9th J Main Road| Hoshalli Extension| Stage 1| Vijay Nagar| Bangalore,Snow Desert Cafe,250.0,"3.4,3.2",Quick Bites
"Burger,Fast Food", 16| 17| 18/2| Ground Floor| Sarakki Lake| 24th Main| 6th Phase| Jayanagar B.B.M.P South| JP Nagar| Bangalore,Ohh My Burger,300.0,3.3,
"Continental,Italian", 171/2| 9th Cross| St Anthony's School Road| Rammurthy Nagar| Bangalore,Root Casa,550.0,"3.3,3.3",Quick Bites
North Indian, 97| LIC Colony| 10th Sector| Jeevan Bhima Nagar| Bangalore,Swaad,200.0,"3.2,3.4",Quick Bites
"North Indian,Mughlai,Chinese", CKB layout| Marathahalli| Bangalore,Nawabi Zaica,600.0,3.3,Casual Dining
"Pizza,Burger,Fast Food", 206| Devasandra Layout| New BEL Road| Bangalore,Pokket Cafe,400.0,3.3,Quick Bites
"Beverages,Fast Food", 40| 18th Cross| 7th Main| Stage 2| BTM| Banagalore,Harlem Shakes,200.0,"3.3,3.2",Beverage Shop
"Fast Food,Street Food,North Indian", 630| DHI Innovations Park| Arekere| Bannerghatta Road| Bangalore,Chud Bud,300.0,3.3,Quick Bites
"North Indian,Chinese", 57| 13th Main Road| 4th T Block East| KV Layout| Jayanagar| Bengalore,Charcoal,800.0,3.3,Casual Dining
